label,anatomy,,,isomap,,,MDS,,,tsne,,,PLACE
2028,216.53,131.69,86.613,-44.74635687,1.332741981,13.34091428,25.32768886,-4.18557404,1.25124626,26.88247699,-8.885492377,36.92604427,12
2028,179.96,135.96,125.54,-36.49111132,29.63137295,3.329777781,9.720661203,65.63730152,-2.461507327,27.04272347,-8.786713495,37.87106801,12
2028,181.01,133.49,111.42,40.76030773,-1.972316279,26.71567865,-2.260108412,37.17629091,23.71333404,27.73027038,-8.855019201,39.5977826,16
2028,171.44,133.86,128.11,-32.29723842,-2.877320985,31.49858848,24.51154712,8.585536721,6.533353072,27.06290122,-8.491040037,39.41133581,10
2028,165.48,133.25,126.56,-14.79590683,-8.194144505,42.40845983,9.920671875,9.146287162,15.82613158,27.47263538,-8.466926684,40.8086369,8
2029,104.61,130.65,127.5,-29.49864585,-4.624281687,38.04029246,4.6601403,4.089704103,23.21401217,26.86200279,-8.129923405,40.70752627,3
2029,97.989,136.16,120.88,29.898416,8.696459069,35.42945567,-1.079658604,-0.049386239,-17.51604843,26.25012724,-7.799761704,40.59165037,7
2029,92.506,124.21,120.72,3.681566128,-29.11341391,-38.74363681,3.243339993,22.88330232,-18.6992867,23.92752147,-6.977890632,37.76255802,4
2029,89.632,118.84,105.04,1.324051514,3.328325624,46.47859223,7.555704056,-64.03732165,15.42514376,25.18185072,-7.205438629,40.56993782,14
2029,111.26,123.04,123.55,21.95073607,-13.84579573,-40.36892301,-12.69408147,14.79655426,21.36054249,24.69660533,-6.931401737,40.62627216,12
2029,114.82,111.69,109.77,-5.877009575,-1.582436466,46.32793497,6.521088686,-2.129625817,27.56241871,24.02598114,-6.612036883,40.36542136,5
2029,102.74,111.16,116.81,10.31506559,7.339242809,47.97651691,5.525869246,-8.984717758,28.50908836,23.23569877,-6.268069279,39.87991648,2
2029,98.061,115.27,104.39,38.43314772,-26.14742347,2.592634464,-10.64053035,14.271763,14.10125526,24.14238494,-6.381601581,42.34152015,6
2029,82.497,134.78,109.02,-3.444584196,-2.727068791,45.73042695,-2.42424264,-20.24560092,21.61289772,22.18951559,-5.745263641,39.77827274,12
2029,72.163,134.88,99.358,-2.381550118,-44.18911257,-16.88289804,8.349313883,19.28498016,25.27640983,22.00347066,-5.578280322,40.33034127,3
2029,74.998,122.08,103.94,10.95675393,1.501106884,48.35556224,10.82472505,-57.76536646,14.73262757,22.23165779,-5.516392842,41.67667159,12
2029,76.997,115.32,88.954,13.67904817,3.643630904,46.22657116,1.619429275,8.283582898,16.25780902,21.91800679,-5.320814583,42.03857803,12
2029,58.571,132.76,90.485,0.220090894,0.198129004,46.83041029,-7.93676475,-0.738927335,-24.9195134,20.78583359,-4.934573771,40.80311814,4
2029,51.197,128.82,80.63,6.212948612,-10.03842463,43.94307483,2.496752596,0.981970736,16.70975208,20.51105102,-4.759682424,41.22438929,15
2029,66.243,114.48,85.991,-9.453876864,0.483583816,-46.93544869,8.497899983,39.43362152,19.95520423,20.01895093,-4.538712928,41.21148678,6
2029,59.538,118.44,88.883,40.44823023,11.9670404,-23.69680658,3.757798252,-2.597205003,24.00908093,20.13104025,-4.45699904,42.46522104,9
2030,193.18,97.036,42.175,6.608977572,36.82816432,-28.28452678,3.186032911,-67.27192859,15.96312777,20.33650425,-4.394510938,43.97674868,3
2030,185.45,101.08,39.361,5.044830715,-42.41827116,-20.32593278,-9.66553888,12.48380641,-25.3444073,18.63738526,-3.928609002,41.33437782,13
2030,179.76,94.103,45.762,26.56623136,37.25879666,-19.71075987,-23.97481987,-2.106947408,14.13075094,19.63877207,-4.035870255,44.69217997,16
2030,186.45,86.982,51.925,2.414806047,5.442319455,47.16055098,16.02320205,19.02008052,-11.79266844,19.58601183,-3.921699166,45.75906859,9
2030,171,92.635,50.433,-22.98400987,-28.93724967,-31.41431733,26.88081549,8.625273535,3.274118041,17.36466049,-3.385495044,41.67229436,8
2030,162.57,89.427,57.926,-2.630488987,-4.46518579,49.51374255,0.708124678,2.399274599,21.12748408,18.34290705,-3.479834918,45.24275005,5
2030,176.42,83.16,58.561,5.798362165,5.958570961,46.25907563,13.87775008,13.63940804,13.99230014,17.1923094,-3.171390661,43.60932077,10
2030,167.01,78.367,64.687,-22.63014189,29.10648417,-25.82514899,-0.204134512,-0.575715625,-16.77515345,17.82080166,-3.194040107,46.5175806,12
2030,154.85,85.57,59.309,-41.67504688,23.48503831,-13.44453843,-4.136660919,-0.605887517,-28.95917716,17.31271409,-3.012513395,46.53690961,6
2030,147.94,91.415,59.233,28.44773519,19.65955413,-32.43144161,-20.67023066,39.10577273,-8.767884615,16.57771771,-2.798151152,45.92149169,4
2030,158.5,75.391,66.098,-1.681123169,-8.782819087,44.79959069,-8.26804494,-5.867018344,-16.95920958,15.07205936,-2.465530467,43.05854016,11
2030,150.55,73.398,66.432,-4.830893831,11.10208915,48.05836778,1.804548821,-68.01744653,-12.30570409,14.91107993,-2.361683049,43.96933237,4
2030,133.8,93.438,68.218,30.72396407,-1.256265497,32.92755571,1.410739886,79.07320467,0.654735606,14.13063372,-2.164733464,43.04662539,16
2030,137.57,83.991,67.334,-36.03114024,-30.19312901,3.833197523,7.555731601,74.23601074,-3.663679999,14.17079378,-2.097452369,44.63928875,3
2030,140.48,73.564,68.985,18.89963572,43.1846462,1.580176848,-10.23043409,56.94421238,-17.50479001,14.24806179,-2.035165861,46.45818816,7
2030,127.24,72.751,72.115,-30.40928908,9.933977028,33.53756597,2.272489342,79.26123238,5.749985188,12.84780208,-1.768773784,43.40984737,13
2031,138.43,92.442,88.1,29.76147311,-3.862655843,-39.54918974,0.411559716,62.18570208,9.059732849,13.57299471,-1.798581213,47.57652418,8
2031,121.53,94.55,95.911,23.62578178,27.056487,34.67550292,-14.27821066,35.32473191,11.90889009,12.46770439,-1.587875621,45.39465811,1
2031,114.27,85.426,97.444,20.1749888,41.5859976,17.07347575,6.580669111,83.88406801,-5.026321026,12.61481929,-1.541696209,47.77354679,2
2031,130.1,103.49,86.547,17.88403012,41.37085903,-13.41246516,0.273274295,-10.75205569,-17.74852457,11.79745118,-1.381168601,46.53913403,12
2031,129.95,93.626,92.431,12.38284349,-22.7254589,37.60563947,17.53838571,-7.858748189,-15.52065435,11.62553237,-1.301361404,47.84719977,5
2031,144.4,82.974,92.523,18.08544122,29.06326206,-29.40609677,11.27059095,73.96538715,6.124320486,10.77818287,-1.151241715,46.36114457,10
2031,144.87,76.799,95.977,-5.93415224,43.43415,14.55527385,-1.20814993,-44.77736364,21.88971863,9.915784861,-1.008336765,44.66030547,6
2031,132.74,82.33,100.02,-16.41879193,23.77972267,-35.85059263,-9.773186024,10.42338416,19.66774098,9.942529874,-0.960181634,46.98704012,16
2031,134.29,76.419,95.408,46.2413508,-9.640170138,7.237611033,5.840363313,-60.7288558,16.60555069,9.334232171,-0.853720877,46.39148409,7
2031,123.62,79.047,103.35,14.30046016,18.66415691,-42.77203043,-21.21925308,17.41979308,9.218439202,8.856830375,-0.764823944,46.41024783,13
2031,123.58,75.447,87.214,17.31258848,38.75472363,-22.97495059,-0.399005672,-2.671957824,27.22842553,8.819644345,-0.716608943,48.86330037,16
2031,113.87,79.105,97.312,43.70681785,-17.19056172,14.14641516,5.129642815,77.01469655,4.827367481,7.959098391,-0.606109016,46.76880526,2
2031,114.97,76.511,80.775,11.99526213,43.51271716,-7.991435665,-3.828393261,-36.84602571,16.4851434,7.403688255,-0.526094437,46.30593091,15
2032,242.96,128.21,67.705,5.985766444,29.84883786,37.39669382,1.284808675,11.80874232,-21.39739533,7.09870093,-0.468283878,47.44642184,7
2033,177.94,112.5,33.549,39.77723139,-10.61400692,-21.84381696,8.668107707,2.590555095,-28.49118176,6.40401204,-0.389876683,45.95159189,16
2033,186.44,108.34,31.355,0.613713682,15.36832482,-45.77305407,0.062651192,-0.023970562,26.6152394,6.388962543,-0.356476808,49.47597278,14
2033,187.98,103.35,30.778,-7.420800466,-33.54887075,-33.13648675,3.904645528,4.761545579,-27.21489223,5.315107559,-0.269551748,44.69532286,16
2034,144.68,92.868,74.927,-18.24124244,-1.59927216,44.56648119,-10.71586861,23.87666194,-16.7104226,5.090863668,-0.232323624,46.825028,4
2035,187.02,106.9,63.04,-48.83874955,5.340980338,5.96851089,8.199457684,-1.986474824,-16.94925624,4.684595451,-0.190002027,47.54086152,1
2035,191.5,99.818,71.191,13.01637126,3.198272814,-44.33593949,-0.100066775,0.3460196,-28.34847587,4.223930936,-0.149883979,47.79867879,2
2035,176.29,102.21,63.545,18.60412161,-19.25518126,38.61544506,7.175594979,-9.964617849,22.9973669,3.724484287,-0.11326857,47.62014645,14
2035,180.75,96.091,63.563,19.56416068,21.02535349,-36.93536515,0.390501571,-24.30749342,14.91666182,3.324493585,-0.084245483,48.84187145,13
2035,167.54,99.317,67.662,-16.55957227,-38.86797232,-25.23668319,-9.778349271,69.80859466,-11.28121372,2.726005904,-0.055259181,47.05674727,4
2035,160.19,100.65,68.342,-17.09487795,-6.084057661,-44.80093335,-0.773520544,-40.28330946,-18.29922655,2.354510822,-0.035794276,49.25528159,2
2035,152.52,101.44,71.753,10.79073479,-11.06087794,44.8458642,13.23362312,-58.78203864,2.477200852,1.816881208,-0.018413213,48.21715711,16
2035,143.97,104.37,76.908,5.949232665,15.59454905,42.84094789,0.167806128,28.49954775,19.70013717,1.356787449,-0.006875016,49.21971021,11
